Order Number,Item,Frequency
4394,有 一 大,15
4395,紧紧 抓住,15
4396,最后 他,15
4397,和 邓布利多,15
4398,他 非常,15
4399,送给 你,15
4400,场 比赛,15
4401,他 是 在,15
4402,有 什么 东西,15
4403,有 什么 用,15
4404,着 桌子,15
4405,有 几 个 人,15
4406,着 罗恩 和,15
4407,不 懂,15
4408,着 长长,15
4409,也 不 愿,15
4410,了 一点儿,15
4411,结束 后,15
4412,更 有,15
4413,我 向,15
4414,哈利 不 敢,15
4415,知道 她,15
4416,声音 从,15
4417,声音 又,15
4418,知道 怎样,15
4419,塔楼 的,15
4420,声音 嘶哑,15
4421,砰 的 一,15
4422,却 是,15
4423,砰 的 一 声,15
4424,了 哈利 一 眼,15
4425,你 用,15
4426,不 敢 相信 自己,15
4427,的 影响,15
4428,多 长,15
4429,希望 你们,15
4430,哈利 却,15
4431,亮晶晶 的,15
4432,大 吼,15
4433,突然 传来,15
4434,他 的 耳朵,15
4435,杯 茶,15
4436,笑 起来,15
4437,你 什么,15
4438,我 的 名字,15
4439,了 好几,15
4440,哈利 喘 着 气 说,15
4441,赫敏 似乎,15
4442,我 真 希望,15
4443,头发 和,15
4444,更 清楚,15
4445,谁 都 不,15
4446,人 是,15
4447,不 是 在,15
4448,一 串,15
4449,尖刻 地,15
4450,棵 树,15
4451,去 过,15
4452,结结巴巴 地,15
4453,给 她,15
4454,了 很 长 时间,15
4455,给 小,15
4456,我 那,15
4457,罗恩 看,15
4458,张大 了 嘴巴,15
4459,罗恩 都,15
4460,罗恩 说道,15
4461,罗斯默塔 女士,15
4462,赫敏 突然,15
4463,肯定 也,15
4464,不 来,15
4465,他 继续,15
4466,她 手,15
4467,瞪 着 他,15
4468,能 做,15
4469,永远 也,15
4470,有 一 条,15
4471,比 不,15
4472,再 来,15
4473,都 可能,15
4474,那么 做,15
4475,他 不 想,15
4476,生气 地 说,15
4477,在 椅子,15
4478,耷拉 着,15
4479,举起 一 只,15
4480,在 楼上,15
4481,你 被,15
4482,如果 是,15
4483,魔咒 课,15
4484,和 罗恩 的,15
4485,补充 道,15
4486,他 一起,15
4487,活像 一,15
4488,一 想,15
4489,都 说,15
4490,打 得,15
4491,鞠 了 一,15
4492,要 他,15
4493,做 不,15
4494,额头 上 的,15
4495,要 让,15
4496,的 脑海,15
4497,不安 地,15
4498,冥想 盆,15
4499,说 几 句,15
4500,了 笑容,15
4501,里 发出,15
4502,这 意味,15
4503,着 大家,15
4504,不 认识,15
4505,别的 什么,15
4506,什么 是,15
4507,也 被,15
4508,让 一,15
4509,它 还,15
4510,急促 地,15
4511,把 一切,15
4512,许多 人 都,15
4513,世界 里,15
4514,试 着,15
4515,是 邓布,15
4516,完全 是,15
4517,一 个 巨大 的,15
4518,受 不,15
4519,想 得,15
4520,说 了 一 遍,15
4521,一 挥,15
4522,家养 小精灵,15
4523,家里 的,15
4524,说 几,15
4525,爆发 出 一,15
4526,能 提,15
4527,我 不 应该,15
4528,咧嘴 笑,15
4529,对 你们,15
4530,侧 着,15
4531,我 听见,15
4532,我 告诉 过 你,15
4533,卢平 说 着,15
4534,小 精灵 的,15
4535,着 穆迪,15
4536,他 把 魔杖,15
4537,上 下来,15
4538,独角兽 的,15
4539,赢得 了,15
4540,我 猜想,15
4541,他们 一直,15
4542,我 说 过,15
4543,去 见,15
4544,举 在,15
4545,我 还 要,15
4546,在 等,15
4547,我 问,15
4548,了 一 口 冷气,15
4549,我们 怎么,15
4550,好 几,15
4551,所 学校,15
4552,倒霉 的,15
4553,好 多,15
4554,手 里 拿 着 一,15
4555,张 着,15
4556,又 问,15
4557,才 把,15
4558,只 会,15
4559,他 听见 了,15
4560,错 了,15
4561,几 个 星期,15
4562,用 过,15
4563,睡 在,15
4564,受 了,15
4565,变 了,15
4566,变出 了,15
4567,抽水 马桶,15
4568,他 到,15
4569,了 马尔福,15
4570,个 夏天,15
4571,把 那些,15
4572,躲 着,15
4573,他 可能,15
4574,尖声 说,15
4575,拥挤 的,15
4576,转过 脸,15
4577,只 顾,15
4578,就 不 能,15
4579,手 捂 着,15
4580,当 我,15
4581,只 金蛋,15
4582,只要 有,15
4583,他 周围,15
4584,课 教师,15
4585,达力 和,15
4586,的 人们,15
4587,个 学院,15
4588,就 不见,15
4589,个 女巫,15
4590,摇 着 头,15
4591,一 屁股 坐 在,15
4592,可是 他们,15
4593,轻蔑 地,15
4594,卡卡洛夫 的,15
4595,他 将,15
4596,蜷缩 在,15
4597,放 着 一,15
4598,个 弯,15
4599,得 出,15
4600,买 了 一,15
4601,也 来,15
4602,斯内普 在,15
4603,上 是,15
4604,还 算,15
4605,就 不见 了,15
4606,旁 的,15
4607,无声 地,15
4608,就 是 一,15
4609,砰 的,15
4610,是 一 副,15
4611,这 副,15
4612,提 的,15
4613,这 大概,15
4614,事情 都,15
4615,这 意味 着,15
4616,就 看见,15
4617,就 在 他,15
4618,像 一 只,15
4619,应该 是,15
4620,二十 分钟,15
4621,哈利 觉得 他,15
4622,的 钥匙,15
4623,克劳奇 先生 说,15
4624,可是 你,15
4625,他 每,15
4626,三 年,15
4627,逃 出来,15
4628,过道 里,15
4629,哈 利,15
4630,贴 着,15
4631,发光 的,15
4632,不 跟,15
4633,希望 自己,15
4634,根 手指,15
4635,敢 相信 自己,15
4636,得 更 厉害,15
4637,吃 着,15
4638,的 手腕,15
4639,几 张,15
4640,那 本 书,15
4641,餐桌 上,15
4642,哈利 慢慢 地,15
4643,那 不 是,15
4644,再 一,15
4645,像 往常,15
4646,斯莱特林 的 继承人,15
4647,在 他 身 后,15
4648,观看 比赛,15
4649,比 一,15
4650,在 他 面前,15
4651,书包 里,15
4652,得 非常,15
4653,旋转 楼梯,15
4654,下去 了,15
4655,你们 怎么,15
4656,哈利 看 得,15
4657,他 心里,15
4658,空空 的,15
4659,找 一 个,15
4660,应该 知道,15
4661,时候 都,15
4662,突然 一,15
4663,他 轻声 说,15
4664,韦斯莱 先生 和,15
4665,出发 了,15
4666,开除 的,15
4667,了 一 片,15
4668,一 个 巨大,15
4669,高脚 酒杯,15
4670,喃喃 地 说,15
4671,喝 茶,15
4672,他 慢慢 地,15
4673,他们 上,15
4674,张 脸,15
4675,用 他 的,15
4676,到 它,15
4677,几 下,15
4678,一 条 腿,15
4679,病 了,15
4680,强烈 的,15
4681,在 公共 休息室 里,15
4682,当 着,15
4683,的 老鼠,15
4684,他们 想,15
4685,的 力气,15
4686,在 他 身边,15
4687,里 拿 着 一,15
4688,待 了,15
4689,他们 每,15
4690,到 霍格沃茨,15
4691,阿兹卡班 的,15
4692,很 不 舒服,15
4693,不 受,15
4694,大家 都 知道,15
4695,的 好 朋友,15
4696,也 要,15
4697,的 家人,15
4698,会 再,15
4699,这 本 书,15
4700,在 开玩笑,15
4701,的 蓝,15
4702,的 成员,15
4703,东西 从,15
4704,名字 都,15
4705,想 一,15
4706,的 斗篷,15
4707,第一 天,15
4708,头 鹰,15
4709,想 他,15
4710,他 指,15
4711,冒出 一,15
4712,件 东西,15
4713,的 看法,15
4714,不 告诉,15
4715,的 肩膀 上,15
4716,出色 的,15
4717,这么 做 的,15
4718,该 怎么,15
4719,想象 一下,15
4720,屁股 坐 在,15
4721,他 是 怎么,15
4722,是 邓布 利多,15
4723,魔杖 指着,15
4724,什么 也 没 说,15
4725,会 有 事,15
4726,和 伏地魔,15
4727,看 一,15
4728,地 意识,15
4729,地 意识 到,15
4730,不过 是,15
4731,了 不少,15
4732,这样 的 事,15
4733,黑 魔头,15
4734,精灵 的,15
4735,和 卢平,15
4736,看 着 那,14
4737,和 姨父,14
4738,更 大,14
4739,德 思,14
4740,看到 你,14
4741,着 一 块,14
4742,传来 一 个,14
4743,和 小 天狼星,14
4744,看见 马尔福,14
4745,连 名字,14
4746,连 名字 都,14
4747,眨 了 眨眼睛,14
4748,看见 海格,14
4749,连 名字 都 不 能,14
4750,一 门,14
4751,眼巴巴 地,14
4752,一 想到,14
4753,地 走 了,14
4754,眼睛 看,14
4755,说话 时,14
4756,有 一 件,14
4757,个 身,14
4758,看 着 赫敏,14
4759,着 布莱克,14
4760,坏 的,14
4761,在 女贞路,14
4762,着 一 根,14
4763,个 长,14
4764,眼 里,14
4765,遇到 了,14
4766,坚决 地 说,14
4767,咬 着,14
4768,交换 了 一下,14
4769,牢牢 地,14
4770,有 这,14
4771,的 宿舍,14
4772,有 这么,14
4773,哈利 一 个,14
4774,瞪 着 哈利,14
4775,我 妈妈,14
4776,罗恩 和 哈利,14
4777,声 巨响,14
4778,瞪大 了,14
4779,在 尖叫,14
4780,种 感觉,14
4781,住 自己,14
4782,多 的 公共 休息室,14
4783,多 的 公共,14
4784,我 把 它,14
4785,空地 上,14
4786,穿上 了,14
4787,大 喊 一,14
4788,大 喊 一 声,14
4789,哈利 发现 自己,14
4790,从 魔杖,14
4791,你 上,14
4792,松 了 一 口 气,14
4793,大 笑,14
4794,来 过,14
4795,松 了 一,14
4796,站 在 他,14
4797,你 为什么 不,14
4798,大多数 人,14
4799,五十 年 前,14
4800,多 大,14
4801,不 是 什么,14
4802,让 别人,14
4803,第二 天 早晨,14
4804,你 先,14
4805,使 他 感到,14
4806,盆 里,14
4807,简直 不 敢,14
4808,说 吧,14
4809,使 她,14
4810,说 我们,14
4811,他 的 飞天 扫帚,14
4812,他 的 飞天,14
4813,你 只,14
4814,粗暴 地,14
4815,了 小 天狼星,14
4816,红色 的,14
4817,粗糙 的,14
4818,桃金娘 的 盥洗室,14
4819,给 小 天狼星,14
4820,皱巴巴 的,14
4821,你 好 吗,14
4822,小声 对,14
4823,在 教工,14
4824,不 那么,14
4825,罗恩 又,14
4826,干巴巴 地,14
4827,给 它,14
4828,他 确实,14
4829,和 穆迪,14
4830,伤疤 疼,14
4831,像 现在 这样,14
4832,他 一定,14
4833,她 会,14
4834,而且 还,14
4835,比尔 和,14
4836,比 你,14
4837,差点 把,14
4838,再 有,14
4839,都 不 能 提 的,14
4840,都 不 能 提 的 人,14
4841,能 告诉,14
4842,能 找到,14
4843,了 整,14
4844,眼睛 看 着,14
4845,了 挥手,14
4846,脑袋 的,14
4847,了 斯内普,14
4848,她 从,14
4849,我们 得,14
4850,没 见 过 的,14
4851,好 多 了,14
4852,所 说,14
4853,自己 说,14
4854,自己 被,14
4855,有 一 股,14
4856,你 知道 的,14
4857,都 显得,14
4858,好好 地,14
4859,好玩 的,14
4860,他 说 他,14
4861,蓬乱 的,14
4862,如果 哈利,14
4863,血 人,14
4864,街 上,14
4865,弯下 腰,14
4866,街道 上,14
4867,一起 的,14
4868,如果 有 人,14
4869,表现 得,14
4870,被 施,14
4871,我 为什么,14
4872,个 都,14
4873,姨妈 和 姨父,14
4874,似乎 被,14
4875,到 这儿,14
4876,你 那,14
4877,学期 的,14
4878,连 名字 都 不,14
4879,韦斯莱 兄弟,14
4880,要 是,14
4881,得 到处,14
4882,淡淡 地,14
4883,和 高尔 的,14
4884,哈利 这 才,14
4885,学生 的,14
4886,得 更 厉害 了,14
4887,哈利 都,14
4888,温和 地,14
4889,哈利 跟,14
4890,要 走,14
4891,觉得 自己 的,14
4892,里 呢,14
4893,不 知道 是,14
4894,解释 说,14
4895,认为 他们,14
4896,她 朝,14
4897,不幸 的,14
4898,快 到,14
4899,快 来,14
4900,能 得到,14
4901,让 我 想想,14
4902,到 他们,14
4903,思 礼,14
4904,它们 不,14
4905,能 提 的 人,14
4906,你们 能,14
4907,恐惧 地,14
4908,过 脸,14
4909,恐惧 的,14
4910,它们 在,14
4911,到底 是 什么,14
4912,一 幕,14
4913,弄 不,14
4914,从 一 个,14
4915,受 不 了,14
4916,想 把 它,14
4917,剩 下来 的,14
4918,脏兮兮 的,14
4919,的 功课,14
4920,加 了,14
4921,他们 现在,14
4922,想 问,14
4923,他 像,14
4924,的 阴影,14
4925,使 它,14
4926,愿意 让,14
4927,愿意 跟,14
4928,慢 着,14
4929,在 等待,14
4930,十二 年,14
4931,从 床 上,14
4932,把 这 件,14
4933,对 一,14
4934,想 这,14
4935,博金 先生,14
4936,卡卡洛夫 教授,14
4937,从 椅子 上,14
4938,咧开 嘴,14
4939,两 位,14
4940,侧 着 身子,14
4941,拼命 地,14
4942,却 没有,14
4943,从 这里,14
4944,我 想想,14
4945,狠狠 地 瞪,14
4946,去 呢,14
4947,赫敏 又,14
4948,弄到 了,14
4949,领 着 他们,14
4950,我 跟,14
4951,现在 他们,14
4952,对 韦斯莱,14
4953,你 的 朋友,14
4954,都 不 能 提,14
4955,另 一 只 手,14
4956,又 恢复,14
4957,我们 走 吧,14
4958,脸 涨,14
4959,四 下 张望,14
4960,又 看看,14
4961,用 一 只,14
4962,又 说 了 一,14
4963,他 两,14
4964,走 着,14
4965,赶 在,14
4966,打人 柳,14
4967,不 能 提,14
4968,不 能 提 的,14
4969,不 会 有 事,14
4970,回到 他,14
4971,他们 俩 都,14
4972,不 能 提 的 人,14
4973,找 你,14
4974,他 伸出,14
4975,发生 了 什么 事,14
4976,少 了,14
4977,把 头发,14
4978,把 她 的,14
4979,一 样,14
4980,小 矮星 彼得,14
4981,不 用 说,14
4982,把 目光 从,14
4983,把 眼睛,14
4984,把 脸 埋,14
4985,不 能 相信,14
4986,不 会 知道,14
4987,躺 在 床,14
4988,跟 你们,14
4989,的 紫色,14
4990,不 自然,14
4991,只 是 一 个,14
4992,躺 在 床 上,14
4993,拉开 了,14
4994,几 件,14
4995,只 蜘蛛,14
4996,他们 和,14
4997,只 见 他,14
4998,轻声 问,14
4999,获得 了,14
5000,壁炉 里,14
5001,就 不 可能,14
5002,过 了 一,14
5003,个 孩子,14
5004,提 的 人,14
5005,指 的 是,14
5006,他 声音,14
5007,慢吞吞 地,14
5008,他 太,14
5009,寒冷 的,14
5010,过 这么,14
5011,的 信封,14
5012,只要 你,14
5013,根本 不 知道,14
5014,可是 当,14
5015,的 事儿,14
5016,事 吗,14
5017,叫 一,14
5018,叫 一 声,14
5019,像 往常 一样,14
5020,事 告诉,14
5021,敢 肯定,14
5022,还 没 来,14
5023,吃 的 东西,14
5024,还 没 来 得 及,14
5025,像 现在,14
5026,事 啦,14
5027,就 把 他,14
5028,目不转睛 地 盯,14
5029,矮星 彼得,14
5030,接 一,14
5031,储物 间里,14
5032,过 他们,14
5033,就 有 一,14
5034,这 个 问题,14
5035,冒 出来,14
5036,一 个 男孩,14
5037,剩 下来,14
5038,这 正,14
5039,店 里,14
5040,的 蜘蛛,14
5041,个 小小,14
5042,是 这 个,14
5043,个 老,14
5044,在 地 上,14
5045,能 提 的,14
5046,个 脑袋,14
5047,和 弗农,14
5048,和 弗农 姨父,14
5049,和 德姆斯特朗,14
5050,个 被,14
5051,五十 英尺,14
5052,过去 的,14
5053,连 名字 都 不 能 提,14
5054,个 幽灵,14
5055,最后 的,14
5056,他 爸爸,14
5057,和 麦格,14
5058,声音 嘶哑 地,14
5059,就 在 这里,14
5060,发 出来,14
5061,六 年级,14
5062,的 说法,14
5063,好 了 吗,14
5064,那 个 男孩,14
5065,还 有 两,14
5066,那 以后,14
5067,来 找 我,14
5068,哈利 吃惊,14
5069,哈利 听到,14
5070,像 框,14
5071,那 只 金蛋,14
5072,样 东西,14
5073,的 击球手,14
5074,还 没 来 得,14
5075,上 的 人,14
5076,还 有 谁,14
5077,下 张望,14
5078,的 羽毛,14
5079,的 掌声,14
5080,吃惊 地 问,14
5081,哈利 有 一,14
5082,作为 一,14
5083,比赛 了,14
5084,气势汹汹 地,14
5085,刚才 说,14
5086,上 的 伤疤,14
5087,都 以为,14
5088,蓝色 的,14
5089,丽塔•斯基特 的,14
5090,没有 任何,14
5091,德 思 礼,14
5092,时 就,14
5093,他 说 着,14
5094,举起 了 魔杖,14
5095,他 跟,14
5096,名字 都 不 能 提,14
5097,名字 都 不 能,14
5098,的 厨房,14
5099,名字 都 不 能 提 的,14
5100,的 游走,14
5101,乱蓬蓬 的,14
5102,时间 里,14
5103,开始 在,14
5104,这 个 名字,14
5105,哈利站 在,14
5106,哈利 的 眼睛,14
5107,一 篇,14
5108,他 额头,14
5109,向 她,14
5110,喝 一,14
5111,他 总,14
5112,松 了 一 口,14
5113,的 台阶,14
5114,就 消失,14
5115,响起 了,14
5116,站 在 那里,14
5117,是 三,14
5118,任何 时候 都,14
5119,记 不,14
5120,这 句,14
5121,围 在,14
5122,他们 周围,14
5123,到 这儿 来,14
5124,马尔福 一,14
5125,问 她,14
5126,他 打开,14
5127,在 他 手,14
5128,的 前,14
5129,的 呼吸,14
5130,的 办公室 里,14
5131,了 一 张,14
5132,往下 说,14
5133,在 他们 面前,14
5134,几 个 月,14
5135,的 墙 上,14
5136,的 妻子,14
5137,在 城堡 里,14
5138,仍然 很,14
5139,乔治 的,14
5140,很 好 的,14
5141,的 工夫,14
5142,他 抬起,14
5143,这 根,14
5144,的 情形,14
5145,的 情报,14
5146,的 房间 里,14
5147,这 真,14
5148,他 回来,14
5149,的 桌子 上,14
5150,名字 都 不,14
5151,地 对 哈利 说,14
5152,鞠 了 一 躬,14
5153,的 烟雾,14
5154,这 门,14
5155,的 门开 了,14
5156,这 辈子,14
5157,在 自己 的,14
5158,份 工作,14
5159,的 羽毛笔,14
5160,在 这个,14
5161,的 脑海 里,14
5162,的 脚步,14
5163,他 是 一,14
5164,的 蓝 眼睛,14
5165,在 阿兹卡班,14
5166,是 神秘,14
5167,会 是 什么,14
5168,的 表现,14
5169,他 是 不,14
5170,看 也,14
5171,里 是,14
5172,你 到底,14
5173,的 都 是,14
5174,一 把 椅子 上,14
5175,是 对 的,14
5176,的 门口,14
5177,地 听,14
5178,的 额头,14
5179,不 客气,14
5180,格拉普兰 教授,14
5181,目不转睛 地 盯 着,14
5182,会 看见,14
5183,麻瓜 出身,14
5184,看见 什么,14
5185,真 不 明白,14
5186,了 他 一 眼,14
5187,什么 关系,13
5188,更 响,13
5189,地 敲,13
5190,了 个 身,13
5191,一 闪,13
5192,也 知道,13
5193,和 其他 人,13
5194,看见 那,13
5195,最 伟大,13
5196,不 开,13
5197,个 角落 里,13
5198,城堡 走去,13
5199,最 糟糕 的,13
5200,眨眼 的,13
5201,地 看 着 他,13
5202,哪儿 都,13
5203,不 怎么,13
5204,一 年级 学生,13
5205,有 一 天,13
5206,和 赫敏 一起,13
5207,着 两 个,13
5208,送 的,13
5209,着 克劳奇,13
5210,着 克鲁姆,13
5211,多 公共,13
5212,不 想 再,13
5213,他 父母,13
5214,地 转,13
5215,着 兜帽,13
5216,住 的,13
5217,但 他 不,13
5218,嘀咕 着,13
5219,站起 身,13
5220,大名鼎鼎 的,13
5221,咧嘴 一,13
5222,咧开 嘴 笑,13
5223,已经 来,13
5224,一 天 晚上,13
5225,有 很多,13
5226,着 邓布,13
5227,了 半,13
5228,粗大 的,13
5229,着 那个,13
5230,六 个,13
5231,堆满 了,13
5232,但 赫敏,13
5233,道 伤疤,13
5234,太 高兴,13
5235,从 没 见 过 的,13
5236,道 闪电,13
5237,位 是,13
5238,声音 嘶哑 地 说,13
5239,知道 是 谁,13
5240,从 罗恩,13
5241,声音 对,13
5242,矮星 的,13
5243,未成年 巫师,13
5244,肯定 有,13
5245,一 项,13
5246,多 公共 休息室,13
5247,杀死 我,13
5248,村子 里,13
5249,哈利 以为,13
5250,离开 这里,13
5251,他 的 朋友,13
5252,种 奇怪 的,13
5253,作 两,13
5254,作 两 步,13
5255,了 城堡,13
5256,在 她 的,13
5257,穿好 衣服,13
5258,来 望,13
5259,了 声,13
5260,大 吼 一,13
5261,大 吼 一 声,13
5262,对 我们,13
5263,那 几 个,13
5264,姨父 和 佩妮,13
5265,他 的 肩膀,13
5266,窗户 上,13
5267,要 比,13
5268,站台 上,13
5269,站起 身 来,13
5270,端 着,13
5271,他们 都 在,13
5272,对 着,13
5273,了 学校,13
5274,你 准备,13
5275,你 以为,13
5276,简直 不 敢 相信,13
5277,格兰芬 多 的 公共 休息室,13
5278,就 用,13
5279,为 他们,13
5280,了 对,13
5281,对 她 说,13
5282,太 不,13
5283,纯 血统,13
5284,楼 的,13
5285,哈利 并,13
5286,的 手掌,13
5287,倒抽 了 一,13
5288,走 过时,13
5289,去 问,13
5290,我 见,13
5291,夹 着,13
5292,着 邓布 利多,13
5293,也 对,13
5294,小 矮人,13
5295,次 在,13
5296,夫人 在,13
5297,夫妇 的,13
5298,你 在 这里,13
5299,继续 说,13
5300,哈利 惊讶,13
5301,了 很多,13
5302,一些 事情,13
5303,那 还,13
5304,很 感,13
5305,步 并 作 两 步,13
5306,步 并 作,13
5307,那 里面,13
5308,他 穿 着,13
5309,就 好 了,13
5310,奇洛 的,13
5311,再 一 次,13
5312,书 上,13
5313,罗恩 还,13
5314,赫敏 没有,13
5315,事情 发生,13
5316,这 很,13
5317,群 人,13
5318,在 朝,13
5319,先生 用,13
5320,这 片,13
5321,而 我,13
5322,邪恶 的,13
5323,她 很,13
5324,不 正常,13
5325,你 是 谁,13
5326,她 指,13
5327,她 手 里,13
5328,了 教室,13
5329,已经 知道 了,13
5330,都 从,13
5331,巴格曼 的,13
5332,能 用,13
5333,他 脑海 里,13
5334,没 想,13
5335,戴 着 兜帽,13
5336,脸 说,13
5337,这 还,13
5338,了 格兰芬,13
5339,的 桌子 旁,13
5340,没有 去,13
5341,芙蓉 的,13
5342,没有 动弹,13
5343,没有 忘记,13
5344,好几 个,13
5345,将 会,13
5346,似乎 有,13
5347,又 说 了 一 遍,13
5348,如果 不 是,13
5349,很 深,13
5350,若有所思 地 说,13
5351,虫 尾巴 的,13
5352,蛇怪 的,13
5353,一 个 很 大,13
5354,哈利 简直,13
5355,袍子 里,13
5356,被 分到,13
5357,问 你,13
5358,被 开除 了,13
5359,阿兹 卡 班,13
5360,庞大 的,13
5361,被 施 了,13
5362,姨妈 的,13
5363,很 奇怪,13
5364,里 一片,13
5365,姨父 和 佩妮 姨妈,13
5366,一 个 很 大 的,13
5367,要 买,13
5368,她 怎么,13
5369,种 奇怪,13
5370,不 知道 他们,13
5371,之后 就,13
5372,了 看表,13
5373,你们 三,13
5374,哈利 迅速,13
5375,淹没 了,13
5376,出去 了,13
5377,着 地图,13
5378,了 第一,13
5379,别 想,13
5380,别 担心,13
5381,别 碰,13
5382,认真 地,13
5383,场 魁地奇,13
5384,别人 都,13
5385,与 哈利,13
5386,哈利 环顾,13
5387,快速 念咒,13
5388,怀里 抱,13
5389,怎么 说 呢,13
5390,不 知道 该,13
5391,都 像,13
5392,恶心 的,13
5393,世界 的,13
5394,试 一,13
5395,了 脚步,13
5396,他 低头,13
5397,想 不 出,13
